full_date_time,config_name,latitude,longitude,elevation,anno,mese,day,hour,prod,peakpower
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,18,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,19,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,20,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,21,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,22,0.0,136.8
2022-01-10,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,10,23,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,00,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,01,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,02,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,03,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,04,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,05,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,06,0.0,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,07,17.93585,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,08,56.39306,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,09,78.52594,136.8
2022-01-11,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,11,10,89.66966000000001,136.8
